Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,CV_Match_Odds,CV_Match_Type,Media_Ptos_Home,CV_Media_Ptos_Home,Media_Ptos_Away,CV_Media_Ptos_Away,Media_Saldo_Golos_Home,Media_Saldo_Golos_Away,Media_Golos_Marcados_Home,CV_Media_Golos_Marcados_Home,Media_Golos_Marcados_Away,CV_Media_Golos_Marcados_Away,Media_Golos_Sofridos_Home,CV_Media_Golos_Sofridos_Home,Media_Golos_Sofridos_Away,CV_Media_Golos_Sofridos_Away,Media_CG_01_Marcados_Home,CV_Media_CG_01_Marcados_Home,Media_CG_01_Marcados_Away,CV_Media_CG_01_Marcados_Away,Media_CG_01_Sofridos_Home,CV_Media_CG_01_Sofridos_Home,Media_CG_01_Sofridos_Away,CV_Media_CG_01_Sofridos_Away,Media_CG_02_Marcados_Home,CV_Media_CG_02_Marcados_Home,Media_CG_02_Marcados_Away,CV_Media_CG_02_Marcados_Away,Media_CG_02_Sofridos_Home,CV_Media_CG_02_Sofridos_Home,Media_CG_02_Sofridos_Away,CV_Media_CG_02_Sofridos_Away,Media_Shots_Home,CV_Media_Shots_Home,Media_Shots_Away,CV_Media_Shots_Away,Media_Shots_Against_Home,CV_Media_Shots_Against_Home,Media_Shots_Against_Away,CV_Media_Shots_Against_Away,Media_Shots_per_Goal_Home,CV_Media_Shots_per_Goal_Home,Media_Shots_per_Goal_Away,CV_Media_Shots_per_Goal_Away,Media_Shots_per_Goal_Against_Home,CV_Media_Shots_per_Goal_Against_Home,Media_Shots_per_Goal_Against_Away,CV_Media_Shots_per_Goal_Against_Away,Media_Shots_On_Target_Home,CV_Media_Shots_On_Target_Home,Media_Shots_On_Target_Away,CV_Media_Shots_On_Target_Away,Media_Shots_On_Target_Against_Home,CV_Media_Shots_On_Target_Against_Home,Media_Shots_On_Target_Against_Away,CV_Media_Shots_On_Target_Against_Away,Media_Shots_On_Target_per_Goal_Home,CV_Media_Shots_On_Target_per_Goal_Home,Media_Shots_On_Target_per_Goal_Away,CV_Media_Shots_On_Target_per_Goal_Away,Media_Shots_On_Target_per_Goal_Against_Home,CV_Media_Shots_On_Target_per_Goal_Against_Home,Media_Shots_On_Target_per_Goal_Against_Away,CV_Media_Shots_On_Target_per_Goal_Against_Away,Media_Goal_Attempts_Home,CV_Media_Goal_Attempts_Home,Media_Goal_Attempts_Away,CV_Media_Goal_Attempts_Away,Media_Goal_Attempts_Against_Home,CV_Media_Goal_Attempts_Against_Home,Media_Goal_Attempts_Against_Away,CV_Media_Goal_Attempts_Against_Away,Media_Goal_Attempts_per_Goal_Home,CV_Media_Goal_Attempts_per_Goal_Home,Media_Goal_Attempts_per_Goal_Away,CV_Media_Goal_Attempts_per_Goal_Away,Media_Goal_Attempts_per_Goal_Against_Home,CV_Media_Goal_Attempts_per_Goal_Against_Home,Media_Goal_Attempts_per_Goal_Against_Away,CV_Media_Goal_Attempts_per_Goal_Against_Away,Media_Corners_Home,CV_Media_Corners_Home,Media_Corners_Away,CV_Media_Corners_Away,Media_Corners_Against_Home,CV_Media_Corners_Against_Home,Media_Corners_Against_Away,CV_Media_Corners_Against_Away,Media_Ball_Possession_Home,CV_Media_Ball_Possession_Home,Media_Ball_Possession_Away,CV_Media_Ball_Possession_Away,Media_Ball_Possession_Against_Home,CV_Media_Ball_Possession_Against_Home,Media_Ball_Possession_Against_Away,CV_Media_Ball_Possession_Against_Away,Media_RPS_MO_Home,CV_Media_RPS_MO_Home,Media_RPS_MO_Away,CV_Media_RPS_MO_Away,Media_RPS_OvUn_Home,CV_Media_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_Media_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_Media_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_Media_RPS_BTTS_Away,Media_Prob_Home,CV_Media_Prob_Home,Media_Prob_Away,CV_Media_Prob_Away,Poisson_0_GM_Home,Poisson_1_GM_Home,Poisson_2_GM_Home,Poisson_3_GM_Home,Poisson_4_GM_Home,Poisson_0_GM_Away,Poisson_1_GM_Away,Poisson_2_GM_Away,Poisson_3_GM_Away,Poisson_4_GM_Away,Poisson_0_GS_Home,Poisson_1_GS_Home,Poisson_2_GS_Home,Poisson_3_GS_Home,Poisson_4_GS_Home,Poisson_0_GS_Away,Poisson_1_GS_Away,Poisson_2_GS_Away,Poisson_3_GS_Away,Poisson_4_GS_Away,Probabilidade_Goals_Scored_Home,Probabilidade_Goals_Scored_Away,Probabilidade_Goals_Taken_Home,Probabilidade_Goals_Taken_Away,Media_Power_Ranking_Home,CV_Media_Power_Ranking_Home,Media_Power_Ranking_Away,CV_Media_Power_Ranking_Away,Media_First_Goal_Home,Media_First_Goal_Away,Media_First_Goal_Taken_Home,Media_First_Goal_Taken_Away,Perc_Scored_1_Goal_1st_Half_Home,Perc_Scored_1_Goal_1st_Half_Away,Perc_Took_1_Goal_1st_Half_Home,Perc_Took_1_Goal_1st_Half_Away,Perc_Scored_1_Goal_FT_Home,Perc_Scored_1_Goal_FT_Away,Perc_Took_1_Goal_FT_Home,Perc_Took_1_Goal_FT_Away,Perc_Scored_at_least_1_Goal_Home,Perc_Scored_at_least_1_Goal_Away,Perc_Took_at_least_1_Goal_Home,Perc_Took_at_least_1_Goal_Away,Perc_of_Games_BTTS_Yes_Home,Perc_of_Games_BTTS_Yes_Away,Perc_Over_05_HT_Home,Perc_Over_05_HT_Away,Perc_Under_05_HT_Home,Perc_Under_05_HT_Away,Perc_Over_15_HT_Home,Perc_Over_15_HT_Away,Perc_Under_15_HT_Home,Perc_Under_15_HT_Away,Perc_Over_15_FT_Home,Perc_Over_15_FT_Away,Perc_Under_15_FT_Home,Perc_Under_15_FT_Away,Perc_Over_25_FT_Home,Perc_Over_25_FT_Away,Perc_Under_25_FT_Home,Perc_Under_25_FT_Away,Perc_Wins_HT_Home,Perc_Wins_HT_Away,Perc_Wins_FT_Home,Perc_Wins_FT_Away
11,FRANCE - LIGUE 2,2025-01-03,20:00,Caen,Clermont,2.15,3.2,3.3,1.44,2.63,1.33,3.25,2.08,1.73,1.83,1.83,0.46511627906976744,0.3125,0.30303030303030304,0.6944,0.3802,0.7519,0.3077,0.4808,0.578,0.5464,0.5464,0.6719,0.6515,1.4884,0.9697,1.5349,1.0312,1.15,1.05,0.1,29.8989,27.6995,2.8624,0.3485,0.3281,0.0303,0.2062,Balanced Game,1.8638,0.7374,0.6247,1.757,0.4113,-1.3588,1.0383,0.843,0.5269,1.3223,0.627,1.1112,1.8857,0.807,2.2368,0.1968,2.6658,0.3425,1.2916,0.2466,9.5187,0.0301,0.7971,0.1487,0.3848,0.2781,0.5076,0.1755,0.99,0.0761,1.0842,2.9005,0.0859,33.8999,1.0076,2.895,0.851,3.9844,0.6404,3.7366,-0.0789,-11.621,0.5526,2.5394,0.3228,5.5923,0.7145,3.6796,-0.1451,-13.3122,0.9477,2.6518,0.7974,3.6417,0.2982,6.7726,-0.1316,-5.6413,0.7895,2.3251,0.4105,4.6721,3.4233,1.9817,1.2733,4.2684,3.7384,1.6664,2.4271,3.1084,1.9561,2.7283,0.2105,7.8907,1.8684,1.9581,1.5509,2.8837,1.5251,2.6979,0.4341,7.4448,0.7726,3.8666,0.7443,6.1954,20.8651,1.4165,11.0656,2.3883,17.9267,1.3352,9.534,2.392,0.2654,0.0471,0.2731,0.1384,0.4421,0.0457,0.5031,0.0559,0.5018,0.0257,0.4788,0.0148,0.4889,0.019,0.2432,0.0415,0.3541,0.3676,0.1908,0.0661,0.0171,0.5904,0.3111,0.082,0.0144,0.0019,0.5342,0.3349,0.105,0.0219,0.0034,0.1517,0.2861,0.2698,0.1696,0.0799,1.174,0.4363,0.595,1.6467,190.9279,0.2619,127.8737,0.4095,33.58,16.47,21.63,27.58,42.11,21.05,10.53,57.89,68.42,21.05,26.32,63.16,68.42,21.05,26.32,63.16,21.05,36.84,52.63,78.95,47.37,21.05,10.53,26.32,89.47,73.68,94.74,84.21,52.63,36.84,21.05,47.37,78.95,52.63,31.58,21.05,63.16,15.79
12,FRANCE - LIGUE 2,2025-01-03,20:00,Grenoble,Bastia,3.2,2.88,2.25,1.53,2.38,1.44,2.63,2.4,1.53,2.0,1.73,0.3125,0.3472222222222222,0.4444444444444444,0.6536,0.4202,0.6944,0.3802,0.4167,0.6536,0.5,0.578,1.1111,1.4222,0.9,1.28,0.7031,0.7812,0.95,0.32,0.63,-25.4077,-9.0903,-17.4844,0.4222,0.1111,0.28,0.1517,Balanced Game,1.5627,0.8348,1.4137,0.9494,0.3583,0.1051,1.2793,1.076,1.4168,0.8551,0.921,0.9208,1.3117,0.8057,3.1248,0.117,4.8237,0.0865,2.2648,0.1012,4.4526,0.135,0.8711,0.0862,0.8393,0.0574,0.6869,0.0825,0.813,0.0465,0.9306,2.7939,0.6812,4.9292,1.3404,2.3887,0.5685,4.6656,0.2614,4.5325,0.7351,3.0102,0.6404,4.0162,0.1579,8.6219,0.7982,3.1543,0.2149,11.7483,0.9859,2.8981,0.3932,5.7002,0.3754,3.6023,0.6298,3.0602,0.3772,4.8868,0.4211,4.0349,3.1678,1.7073,2.2758,2.7654,3.2871,1.8119,2.1464,2.9843,1.007,2.4758,1.9982,2.1639,1.5351,2.6731,1.7895,2.6751,1.0544,2.8183,0.3523,8.6364,1.7911,2.2817,0.8123,4.5061,13.9136,1.5649,12.5468,2.0072,18.4649,1.4863,12.341,1.9901,0.3365,0.0348,0.355,0.0732,0.4222,0.0488,0.348,0.0313,0.4785,0.0339,0.4903,0.0159,0.4264,0.0267,0.3102,0.0345,0.2782,0.3559,0.2277,0.0971,0.0311,0.2425,0.3436,0.2434,0.1149,0.0407,0.3981,0.3667,0.1689,0.0518,0.0119,0.2694,0.3533,0.2317,0.1013,0.0332,1.266,1.1908,0.8976,1.1382,157.8066,0.3569,174.4096,0.3367,27.0,31.21,33.68,27.32,31.58,42.11,26.32,36.84,47.37,52.63,36.84,42.11,47.37,52.63,36.84,42.11,47.37,57.89,57.89,78.95,42.11,21.05,26.32,31.58,73.68,68.42,84.21,94.74,31.58,26.32,42.11,47.37,57.89,52.63,36.84,31.58,42.11,36.84
13,FRANCE - LIGUE 2,2025-01-03,20:00,Paris FC,Martigues,1.18,6.25,13.0,1.29,3.5,1.18,4.5,1.6,2.3,2.38,1.53,0.8474576271186441,0.16,0.07692307692307693,0.7752,0.2857,0.8475,0.2222,0.625,0.4348,0.4202,0.6536,0.1888,0.0908,5.2966,0.4808,11.0169,2.08,11.82,5.07,6.75,80.3962,68.4719,73.4956,0.9092,0.8112,0.5192,0.9554,Unbalanced Game,2.0108,0.6179,,,0.6547,,1.6979,0.4745,,,1.0432,0.8736,,,3.3048,0.048,,,2.0069,0.1226,,,1.1347,0.0449,,,0.7926,0.0516,,,0.3038,8.9352,,,0.1162,14.0534,,,0.4123,4.8906,,,-0.193,-3.8756,,,1.3397,2.989,,,1.0528,2.3345,,,1.0175,2.7668,,,0.0526,23.2624,,,3.1441,2.4079,,,1.5872,2.8119,,,2.5,2.3681,,,0.5789,4.1047,,,0.9325,4.0258,,,0.0433,45.9192,,,17.5533,1.7886,,,9.7295,1.8793,,,0.2709,0.0277,,,0.4148,0.0277,,,0.5034,0.0213,,,0.5326,0.0344,,,0.1831,0.3108,0.2639,0.1493,0.0634,,,,,,0.3523,0.3675,0.1917,0.0667,0.0174,,,,,,1.6158,,0.9316,,218.6498,0.2467,,,38.26,,27.11,,36.84,,36.84,,52.63,,42.11,,52.63,,42.11,,68.42,,73.68,,26.32,,42.11,,57.89,,94.74,,15.79,,63.16,,36.84,,31.58,,63.16,
14,FRANCE - LIGUE 2,2025-01-03,20:00,Rodez,Red Star,1.73,3.9,4.0,1.33,3.25,1.2,4.33,1.7,2.1,1.67,2.1,0.5780346820809249,0.25641025641025644,0.25,0.7519,0.3077,0.8333,0.2309,0.5882,0.4762,0.5988,0.4762,0.4436,0.4325,2.2543,0.975,2.3121,1.0256,2.27,2.17,0.1,48.6181,47.3345,2.8624,0.5675,0.5564,0.025,0.4237,Unbalanced Game,1.5748,0.848,0.8411,1.4231,0.2935,-0.6116,1.9399,0.582,0.8384,1.3923,1.6464,0.712,1.4499,0.6218,4.4626,0.046,4.0079,0.2215,3.7753,0.0818,7.1037,0.067,1.2025,0.0773,0.538,0.1396,0.992,0.0733,0.8275,0.0941,1.4537,2.4685,0.8381,4.2249,-0.0601,-39.0532,0.7361,4.1477,0.8947,3.3698,0.6404,3.8084,0.2281,5.0044,0.4912,3.8329,1.0566,2.8842,0.3815,6.7292,0.4024,5.9945,0.7046,4.5931,0.393,3.8364,0.5482,3.1585,0.3947,3.2744,0.5965,3.116,4.0319,1.7204,2.6885,2.4866,2.5269,1.9498,3.928,1.9671,2.1579,2.3283,1.5877,2.8166,1.114,2.3391,2.2456,2.0266,1.2418,2.3442,0.8204,4.1151,1.0685,2.8735,1.5943,2.6245,15.3545,1.364,15.545,1.7027,20.8801,1.3374,15.6087,1.6159,0.3031,0.0653,0.2976,0.037,0.4944,0.0702,0.3733,0.0418,0.4777,0.017,0.5127,0.03,0.4577,0.0682,0.2339,0.0265,0.1437,0.2788,0.2704,0.1749,0.0848,0.4324,0.3625,0.152,0.0425,0.0089,0.1927,0.3173,0.2612,0.1434,0.059,0.2346,0.3401,0.2466,0.1192,0.0432,1.9883,0.8196,1.5673,1.3986,189.1209,0.3153,142.2919,0.3211,36.37,22.84,24.74,30.21,26.32,15.79,52.63,52.63,36.84,21.05,57.89,68.42,36.84,21.05,57.89,68.42,73.68,42.11,78.95,68.42,21.05,31.58,36.84,15.79,63.16,84.21,94.74,89.47,10.53,31.58,73.68,36.84,26.32,63.16,42.11,10.53,47.37,21.05
15,MOROCCO - BOTOLA PRO,2025-01-03,20:00,Chabab Mohammedia,FUS Rabat,12.0,4.75,1.22,1.4,2.75,1.29,3.5,1.9,1.9,2.63,1.44,0.08333333333333333,0.21052631578947367,0.819672131147541,0.7143,0.3636,0.7752,0.2857,0.5263,0.5263,0.3802,0.6944,2.5263,9.8361,0.3958,3.8934,0.1017,0.2568,10.78,7.25,3.53,-79.4895,-74.5778,-60.4653,8.8361,1.5263,2.8934,0.8658,Unbalanced Game,0.6105,2.012,1.1593,1.2306,-1.4095,-0.2026,0.486,1.7237,1.0522,1.2692,1.8954,0.7262,1.2548,0.7159,2.0229,0.3131,2.9936,0.1141,9.7304,0.1331,3.7045,0.1322,0.4345,0.2679,0.8541,0.0993,0.9872,0.048,0.7751,0.073,0.9546,2.352,1.4123,2.2985,0.0723,51.9682,0.7942,4.5704,0.1667,8.4637,0.7702,2.9472,0.3404,4.9762,0.6228,3.9085,0.6222,3.3275,0.9314,3.4307,0.0384,97.276,0.4534,5.215,0.2193,7.4811,0.9544,2.6306,0.3588,4.8381,0.4825,3.7076,2.1558,1.7233,2.948,1.9552,4.7413,1.4384,3.1099,1.6547,0.6404,4.4407,1.9807,2.2966,1.0588,2.9681,1.4474,2.7223,0.6377,3.5391,0.7734,3.5084,1.8829,1.7902,1.052,2.7632,17.4405,1.2261,18.0872,1.4211,23.506,1.1845,20.2806,1.3013,0.2673,0.0378,0.292,0.0575,0.2982,0.0684,0.2418,0.0513,0.4355,0.1219,0.5037,0.077,0.2902,0.0541,0.3923,0.0275,0.6151,0.2989,0.0726,0.0118,0.0014,0.3492,0.3674,0.1933,0.0678,0.0178,0.1503,0.2848,0.2699,0.1705,0.0808,0.2851,0.3578,0.2245,0.0939,0.0295,0.7921,1.1954,1.8975,1.0374,102.523,1.024,145.0328,0.309,19.79,24.95,29.42,34.05,21.05,42.11,52.63,15.79,26.32,57.89,68.42,36.84,26.32,57.89,68.42,36.84,26.32,47.37,73.68,57.89,26.32,42.11,21.05,36.84,78.95,63.16,94.74,94.74,36.84,26.32,36.84,47.37,63.16,52.63,15.79,21.05,21.05,42.11
16,SCOTLAND - CHAMPIONSHIP,2025-01-03,20:30,Airdrieonians,Falkirk,9.5,5.25,1.22,1.29,3.5,1.17,4.5,1.53,2.38,2.1,1.67,0.10526315789473684,0.19047619047619047,0.819672131147541,0.7752,0.2857,0.8547,0.2222,0.6536,0.4202,0.4762,0.5988,1.8095,7.7869,0.5526,4.3033,0.1284,0.2324,8.28,4.25,4.03,-76.4205,-64.7989,-63.6058,6.7869,0.8095,3.3033,0.8569,Unbalanced Game,1.164,1.0735,1.4037,0.9607,-0.399,-0.1751,0.9657,1.3624,1.0949,0.8526,1.3647,0.8535,1.27,1.2872,2.6558,0.2327,3.4232,0.1582,3.9585,0.0808,3.9277,0.0921,0.8011,0.1522,0.8294,0.0877,0.88,0.071,0.8557,0.0609,3.1653,1.6194,1.8805,3.4547,2.0215,2.7436,3.0216,1.1779,0.8404,3.6242,1.8421,2.821,1.5658,2.1963,1.0018,2.511,1.3499,2.376,0.4845,6.4982,1.1799,3.0975,1.7352,1.4939,0.2877,5.651,0.7807,3.0283,0.8202,2.348,0.4754,3.5982,5.0453,1.4962,3.0637,2.7915,5.9207,1.3876,1.8319,2.8734,1.4193,3.0402,2.9912,2.3081,2.6667,1.8519,1.7491,1.972,2.3146,1.9688,1.5543,3.2116,2.1298,1.8867,0.3389,8.0192,20.851,1.1877,15.6677,1.8366,25.08,1.107,13.068,1.8765,0.3112,0.0263,0.3257,0.0279,0.4538,0.0527,0.496,0.021,0.5223,0.031,0.5121,0.0111,0.3917,0.0296,0.3957,0.1309,0.3807,0.3677,0.1775,0.0571,0.0138,0.3346,0.3663,0.2005,0.0732,0.02,0.2555,0.3486,0.2379,0.1082,0.0369,0.2808,0.3567,0.2265,0.0959,0.0304,1.38,1.0415,1.5378,1.0941,150.9313,0.5711,168.0335,0.2641,25.16,37.21,25.32,24.32,26.32,26.32,42.11,36.84,36.84,47.37,52.63,42.11,36.84,47.37,52.63,42.11,47.37,52.63,68.42,63.16,31.58,36.84,42.11,42.11,57.89,57.89,89.47,94.74,26.32,31.58,42.11,31.58,57.89,68.42,21.05,15.79,31.58,42.11
17,WALES - CYMRU PREMIER,2025-01-03,20:45,Bala,Caernarfon,1.85,3.5,4.05,1.29,3.2,1.2,4.2,1.72,2.04,1.61,2.2,0.5405405405405405,0.2857142857142857,0.2469135802469136,0.7752,0.3125,0.8333,0.2381,0.5814,0.4902,0.6211,0.4545,0.5286,0.4568,1.8919,0.8642,2.1892,1.1571,2.2,1.65,0.55,47.7263,39.5226,15.3763,0.5432,0.4714,0.1358,0.3641,Unbalanced Game,1.3699,0.9223,1.1862,1.0213,0.0749,-0.911,0.8583,1.0617,1.2501,0.7567,0.7834,0.9363,2.1611,0.9159,2.1828,0.0521,6.9451,0.0721,1.9347,0.2038,15.0341,0.2921,0.7751,0.0915,0.797,0.1147,0.6172,0.0715,1.0602,0.0349,1.2276,3.5288,1.5959,2.1429,2.8325,1.3572,1.4887,2.9974,0.7719,2.6524,1.1447,2.4005,0.2105,7.1397,1.5258,2.3509,0.4063,6.5363,1.2277,2.5371,0.6871,3.0378,1.2006,3.3842,0.4298,3.359,0.6842,2.7689,-0.0263,-38.2738,1.289,2.1444,2.1884,2.9272,3.3881,1.7422,3.7525,1.4248,4.9396,1.4865,1.5175,2.0729,2.2237,1.9097,0.5526,3.8847,3.1311,1.8741,1.4665,2.2453,1.7903,2.125,1.203,2.3751,2.032,1.9204,20.4383,1.2882,21.5342,1.2417,22.998,1.1546,20.8884,1.2366,0.33,0.0848,0.3317,0.0681,0.5188,0.0975,0.8387,0.0495,0.4709,0.0501,0.4636,0.0468,0.4975,0.0597,0.2783,0.0837,0.4239,0.3638,0.1561,0.0447,0.0096,0.2865,0.3581,0.2238,0.0933,0.0292,0.4569,0.3579,0.1402,0.0366,0.0072,0.1152,0.249,0.269,0.1938,0.1047,0.9252,0.9273,0.6094,1.4537,148.0626,0.4211,132.1701,0.5653,26.47,29.53,23.37,27.68,47.37,42.11,26.32,52.63,52.63,42.11,36.84,52.63,52.63,42.11,36.84,52.63,36.84,73.68,73.68,94.74,26.32,5.26,21.05,42.11,78.95,57.89,89.47,94.74,36.84,10.53,21.05,57.89,78.95,42.11,36.84,26.32,36.84,31.58
18,FRANCE - LIGUE 1,2025-01-03,21:00,Nice,Rennes,2.2,3.3,3.4,1.4,2.75,1.3,3.5,2.01,1.89,1.75,2.0,0.45454545454545453,0.30303030303030304,0.29411764705882354,0.7143,0.3636,0.7692,0.2857,0.4975,0.5291,0.5714,0.5,0.6667,0.6471,1.5,0.9706,1.5455,1.0303,1.2,1.1,0.1,30.9638,28.8108,2.8624,0.3529,0.3333,0.0294,0.21,Balanced Game,1.4829,0.8797,0.8459,1.5262,0.3292,-0.7207,1.6753,0.9865,1.0098,1.1384,1.3461,0.8427,1.7306,0.6404,3.6689,0.1286,3.4019,0.1139,2.7626,0.1131,6.0638,0.0438,1.1526,0.0971,0.7289,0.0661,0.8631,0.0601,1.0184,0.0284,2.3886,1.3808,0.145,14.4628,1.9137,1.4474,0.6882,5.0102,1.193,1.8541,0.5351,3.5033,1.0482,1.9054,0.5746,3.5097,2.7844,1.4556,0.5197,4.8559,2.3457,1.4808,0.8422,3.9973,1.2982,1.905,0.7456,2.8995,1.4298,1.7525,0.3947,3.5726,7.3073,1.1223,2.1369,2.4742,7.1565,1.0196,3.614,2.0628,3.864,1.4882,2.0614,2.401,4.0614,1.4943,1.6404,2.234,2.6542,1.2588,0.7041,4.1613,3.2321,1.3,0.4168,5.124,25.3732,1.0351,13.2102,1.7406,31.0176,0.8896,16.3545,1.617,0.3281,0.0479,0.2997,0.037,0.4732,0.053,0.5183,0.0174,0.4527,0.0457,0.4936,0.0312,0.5157,0.0239,0.3526,0.0743,0.1873,0.3137,0.2628,0.1467,0.0615,0.3643,0.3679,0.1857,0.0625,0.0158,0.2603,0.3503,0.2358,0.1058,0.0356,0.1772,0.3066,0.2653,0.1531,0.0662,1.6683,1.0376,1.0893,1.6166,171.2736,0.4993,129.9962,0.4874,44.21,30.47,21.21,34.47,21.05,21.05,52.63,47.37,42.11,31.58,52.63,63.16,42.11,31.58,52.63,63.16,68.42,52.63,73.68,68.42,26.32,31.58,36.84,26.32,63.16,73.68,94.74,94.74,15.79,21.05,63.16,57.89,36.84,42.11,21.05,15.79,42.11,26.32
19,SPAIN - LALIGA,2025-01-03,21:00,Valencia,Real Madrid,7.5,5.0,1.38,1.33,3.25,1.22,4.33,1.73,2.1,2.0,1.75,0.13333333333333333,0.2,0.7246376811594204,0.7519,0.3077,0.8197,0.2309,0.578,0.4762,0.5,0.5714,1.5,5.4348,0.6667,3.6232,0.184,0.276,6.12,2.5,3.62,-71.9027,-51.3402,-61.08,4.4348,0.5,2.6232,0.7498,Unbalanced Game,1.2138,1.0295,1.8861,0.6613,0.0079,0.5769,1.1994,0.9327,1.8147,0.6988,1.1916,0.861,1.2378,0.8715,3.3206,0.061,4.0005,0.0575,3.2921,0.1478,2.569,0.2624,0.7812,0.0744,1.2334,0.0394,0.7286,0.0563,0.7861,0.1215,0.9568,3.3578,1.4311,2.2462,1.0523,2.6212,3.8401,0.786,0.614,4.2218,1.2939,2.1972,0.4649,3.5562,1.1711,1.6007,0.6255,4.6425,2.0889,1.745,0.7957,3.4249,3.4669,0.9095,0.3377,5.1883,1.5307,1.6323,0.3246,4.2871,1.4342,1.4812,3.2575,2.1961,5.3361,1.4789,2.91,1.9889,5.9914,1.171,1.8377,2.9535,4.25,1.6049,1.3597,2.4094,3.7763,1.3648,1.7502,2.8732,1.5028,1.9397,0.9236,3.0724,2.3213,1.488,15.0192,1.6573,25.7193,1.1364,17.4828,1.5498,24.4549,0.9988,0.3377,0.0302,0.2981,0.1006,0.3624,0.0466,0.6259,0.0181,0.4403,0.0388,0.4747,0.0322,0.4046,0.0576,0.5195,0.032,0.3014,0.3615,0.2168,0.0867,0.026,0.1629,0.2956,0.2682,0.1622,0.0736,0.3037,0.3619,0.2156,0.0857,0.0255,0.29,0.359,0.2222,0.0917,0.0284,1.0746,1.8001,0.9694,0.9055,160.3158,0.3551,148.0237,0.4194,26.95,33.37,26.11,29.95,42.11,57.89,15.79,10.53,52.63,78.95,26.32,21.05,52.63,78.95,26.32,21.05,52.63,52.63,57.89,68.42,42.11,31.58,36.84,21.05,63.16,78.95,78.95,100.0,42.11,15.79,42.11,52.63,57.89,47.37,21.05,52.63,31.58,57.89
20,PORTUGAL - LIGA PORTUGAL,2025-01-03,21:15,Vitoria Guimaraes,Sporting CP,4.33,3.7,1.8,1.4,2.75,1.25,3.75,1.9,1.95,1.8,1.95,0.23094688221709006,0.27027027027027023,0.5555555555555556,0.7143,0.3636,0.8,0.2667,0.5263,0.5128,0.5556,0.5128,1.1703,2.4056,0.8545,2.0556,0.4157,0.4865,2.53,0.63,1.9,-51.6731,-17.4844,-43.5312,1.4056,0.1703,1.0556,0.4106,Unbalanced Game,1.7676,0.7029,1.5556,0.7896,0.2489,0.7568,1.494,0.681,1.969,0.745,1.2451,0.824,1.2123,0.8368,3.1657,0.0782,3.6332,0.0771,2.5773,0.1035,1.7363,0.5443,1.0612,0.0543,1.6105,0.0874,0.7454,0.0751,0.7684,0.089,1.996,1.9566,2.1076,2.0736,1.4769,1.4727,5.1689,0.5326,1.2281,2.3873,1.3526,1.7499,0.5702,2.6617,0.693,3.0371,1.4258,2.761,1.686,2.5933,1.7037,1.2955,5.0892,0.5283,1.1272,2.1148,0.8868,1.7925,0.6579,2.3876,0.7719,2.5782,5.0548,1.7329,6.2605,1.8097,3.3439,1.5494,4.0418,1.4099,3.5307,1.6581,3.793,1.3296,2.1404,1.9375,1.9825,2.4752,1.9388,2.2812,1.4111,3.0743,1.7828,1.782,0.5815,4.169,20.7824,1.2718,27.6383,1.1959,21.8561,1.1937,18.8432,1.0825,0.249,0.0474,0.1755,0.1687,0.4577,0.0218,0.7417,0.0673,0.4785,0.0155,0.4732,0.0249,0.5434,0.055,0.6948,0.0384,0.2245,0.3354,0.2505,0.1248,0.0466,0.1396,0.2749,0.2706,0.1776,0.0874,0.2879,0.3585,0.2232,0.0926,0.0288,0.2975,0.3607,0.2186,0.0883,0.0268,1.3978,2.4691,0.7662,0.7849,181.1035,0.2733,184.7401,0.2903,33.58,32.0,25.79,9.79,63.16,63.16,15.79,26.32,78.95,73.68,21.05,26.32,78.95,73.68,21.05,26.32,47.37,47.37,78.95,89.47,21.05,10.53,31.58,57.89,68.42,42.11,100.0,100.0,31.58,10.53,52.63,73.68,47.37,26.32,47.37,57.89,63.16,68.42
