Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,CV_Match_Odds,CV_Match_Type,Media_Ptos_Home,CV_Media_Ptos_Home,Media_Ptos_Away,CV_Media_Ptos_Away,Media_Saldo_Golos_Home,Media_Saldo_Golos_Away,Media_Golos_Marcados_Home,CV_Media_Golos_Marcados_Home,Media_Golos_Marcados_Away,CV_Media_Golos_Marcados_Away,Media_Golos_Sofridos_Home,CV_Media_Golos_Sofridos_Home,Media_Golos_Sofridos_Away,CV_Media_Golos_Sofridos_Away,Media_CG_01_Marcados_Home,CV_Media_CG_01_Marcados_Home,Media_CG_01_Marcados_Away,CV_Media_CG_01_Marcados_Away,Media_CG_01_Sofridos_Home,CV_Media_CG_01_Sofridos_Home,Media_CG_01_Sofridos_Away,CV_Media_CG_01_Sofridos_Away,Media_CG_02_Marcados_Home,CV_Media_CG_02_Marcados_Home,Media_CG_02_Marcados_Away,CV_Media_CG_02_Marcados_Away,Media_CG_02_Sofridos_Home,CV_Media_CG_02_Sofridos_Home,Media_CG_02_Sofridos_Away,CV_Media_CG_02_Sofridos_Away,Media_Shots_Home,CV_Media_Shots_Home,Media_Shots_Away,CV_Media_Shots_Away,Media_Shots_Against_Home,CV_Media_Shots_Against_Home,Media_Shots_Against_Away,CV_Media_Shots_Against_Away,Media_Shots_per_Goal_Home,CV_Media_Shots_per_Goal_Home,Media_Shots_per_Goal_Away,CV_Media_Shots_per_Goal_Away,Media_Shots_per_Goal_Against_Home,CV_Media_Shots_per_Goal_Against_Home,Media_Shots_per_Goal_Against_Away,CV_Media_Shots_per_Goal_Against_Away,Media_Shots_On_Target_Home,CV_Media_Shots_On_Target_Home,Media_Shots_On_Target_Away,CV_Media_Shots_On_Target_Away,Media_Shots_On_Target_Against_Home,CV_Media_Shots_On_Target_Against_Home,Media_Shots_On_Target_Against_Away,CV_Media_Shots_On_Target_Against_Away,Media_Shots_On_Target_per_Goal_Home,CV_Media_Shots_On_Target_per_Goal_Home,Media_Shots_On_Target_per_Goal_Away,CV_Media_Shots_On_Target_per_Goal_Away,Media_Shots_On_Target_per_Goal_Against_Home,CV_Media_Shots_On_Target_per_Goal_Against_Home,Media_Shots_On_Target_per_Goal_Against_Away,CV_Media_Shots_On_Target_per_Goal_Against_Away,Media_Goal_Attempts_Home,CV_Media_Goal_Attempts_Home,Media_Goal_Attempts_Away,CV_Media_Goal_Attempts_Away,Media_Goal_Attempts_Against_Home,CV_Media_Goal_Attempts_Against_Home,Media_Goal_Attempts_Against_Away,CV_Media_Goal_Attempts_Against_Away,Media_Goal_Attempts_per_Goal_Home,CV_Media_Goal_Attempts_per_Goal_Home,Media_Goal_Attempts_per_Goal_Away,CV_Media_Goal_Attempts_per_Goal_Away,Media_Goal_Attempts_per_Goal_Against_Home,CV_Media_Goal_Attempts_per_Goal_Against_Home,Media_Goal_Attempts_per_Goal_Against_Away,CV_Media_Goal_Attempts_per_Goal_Against_Away,Media_Corners_Home,CV_Media_Corners_Home,Media_Corners_Away,CV_Media_Corners_Away,Media_Corners_Against_Home,CV_Media_Corners_Against_Home,Media_Corners_Against_Away,CV_Media_Corners_Against_Away,Media_Ball_Possession_Home,CV_Media_Ball_Possession_Home,Media_Ball_Possession_Away,CV_Media_Ball_Possession_Away,Media_Ball_Possession_Against_Home,CV_Media_Ball_Possession_Against_Home,Media_Ball_Possession_Against_Away,CV_Media_Ball_Possession_Against_Away,Media_RPS_MO_Home,CV_Media_RPS_MO_Home,Media_RPS_MO_Away,CV_Media_RPS_MO_Away,Media_RPS_OvUn_Home,CV_Media_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_Media_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_Media_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_Media_RPS_BTTS_Away,Media_Prob_Home,CV_Media_Prob_Home,Media_Prob_Away,CV_Media_Prob_Away,Poisson_0_GM_Home,Poisson_1_GM_Home,Poisson_2_GM_Home,Poisson_3_GM_Home,Poisson_4_GM_Home,Poisson_0_GM_Away,Poisson_1_GM_Away,Poisson_2_GM_Away,Poisson_3_GM_Away,Poisson_4_GM_Away,Poisson_0_GS_Home,Poisson_1_GS_Home,Poisson_2_GS_Home,Poisson_3_GS_Home,Poisson_4_GS_Home,Poisson_0_GS_Away,Poisson_1_GS_Away,Poisson_2_GS_Away,Poisson_3_GS_Away,Poisson_4_GS_Away,Probabilidade_Goals_Scored_Home,Probabilidade_Goals_Scored_Away,Probabilidade_Goals_Taken_Home,Probabilidade_Goals_Taken_Away,Media_Power_Ranking_Home,CV_Media_Power_Ranking_Home,Media_Power_Ranking_Away,CV_Media_Power_Ranking_Away,Media_First_Goal_Home,Media_First_Goal_Away,Media_First_Goal_Taken_Home,Media_First_Goal_Taken_Away,Perc_Scored_1_Goal_1st_Half_Home,Perc_Scored_1_Goal_1st_Half_Away,Perc_Took_1_Goal_1st_Half_Home,Perc_Took_1_Goal_1st_Half_Away,Perc_Scored_1_Goal_FT_Home,Perc_Scored_1_Goal_FT_Away,Perc_Took_1_Goal_FT_Home,Perc_Took_1_Goal_FT_Away,Perc_Scored_at_least_1_Goal_Home,Perc_Scored_at_least_1_Goal_Away,Perc_Took_at_least_1_Goal_Home,Perc_Took_at_least_1_Goal_Away,Perc_of_Games_BTTS_Yes_Home,Perc_of_Games_BTTS_Yes_Away,Perc_Over_05_HT_Home,Perc_Over_05_HT_Away,Perc_Under_05_HT_Home,Perc_Under_05_HT_Away,Perc_Over_15_HT_Home,Perc_Over_15_HT_Away,Perc_Under_15_HT_Home,Perc_Under_15_HT_Away,Perc_Over_15_FT_Home,Perc_Over_15_FT_Away,Perc_Under_15_FT_Home,Perc_Under_15_FT_Away,Perc_Over_25_FT_Home,Perc_Over_25_FT_Away,Perc_Under_25_FT_Home,Perc_Under_25_FT_Away,Perc_Wins_HT_Home,Perc_Wins_HT_Away,Perc_Wins_FT_Home,Perc_Wins_FT_Away
21,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Crawley,Charlton,3.9,3.75,1.79,1.4,2.75,1.29,3.5,1.95,1.9,1.8,1.95,0.25641025641025644,0.26666666666666666,0.5586592178770949,0.7143,0.3636,0.7752,0.2857,0.5128,0.5263,0.5556,0.5128,1.04,2.1788,0.9615,2.095,0.459,0.4773,2.11,0.15,1.96,-46.5331,-4.2892,-44.4213,1.1788,0.04,1.095,0.3886,Unbalanced Game,1.3301,1.0349,0.8322,1.5513,-0.2764,-0.4731,1.3107,0.8887,0.7561,1.0413,1.5871,0.9636,1.2291,0.8688,4.9369,0.1152,2.279,0.2751,5.85,0.1589,3.6907,0.2298,0.83,0.1134,0.5767,0.116,0.9879,0.0965,0.7609,0.0896,0.9693,2.8248,1.4268,2.0682,0.7866,4.1131,1.7346,1.907,0.4649,3.1198,0.7895,3.0248,0.8333,3.2447,0.8421,2.2811,0.876,2.5779,0.8635,3.6921,0.9176,3.2959,0.9166,3.358,0.4123,2.9869,0.7632,3.5841,0.7912,2.1011,0.6491,2.4864,3.5736,1.717,4.0733,1.6891,4.8563,1.471,5.5547,1.3365,1.6491,2.1444,2.3421,2.5569,2.5158,2.0243,2.5351,1.8578,1.3028,2.3457,2.3903,1.5919,3.1198,1.4785,3.0538,1.5948,27.7072,1.135,22.469,1.1776,19.3777,1.1809,23.8918,1.1261,0.3568,0.0418,0.2882,0.1145,0.591,0.0394,0.4314,0.0867,0.5691,0.0852,0.5317,0.0316,0.2917,0.1385,0.364,0.0354,0.2696,0.3534,0.2316,0.1012,0.0332,0.4695,0.355,0.1342,0.0338,0.0064,0.2045,0.3246,0.2576,0.1363,0.0541,0.2926,0.3596,0.221,0.0905,0.0278,1.5424,0.6129,1.8582,0.9813,178.3769,0.3589,145.7323,0.2967,26.0,37.95,20.42,28.32,36.84,0.0,52.63,31.58,47.37,26.32,52.63,63.16,47.37,26.32,52.63,63.16,42.11,31.58,89.47,31.58,10.53,68.42,31.58,10.53,68.42,89.47,100.0,89.47,10.53,57.89,52.63,31.58,47.37,68.42,36.84,0.0,36.84,26.32
22,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Lincoln,Rotherham,1.95,3.6,3.5,1.44,2.63,1.33,3.0,2.15,1.63,2.0,1.72,0.5128205128205129,0.2777777777777778,0.2857142857142857,0.6944,0.3802,0.7519,0.3333,0.4651,0.6135,0.5,0.5814,0.5417,0.5571,1.8462,1.0286,1.7949,0.9722,1.55,1.65,0.1,37.7757,39.5226,-2.8624,0.4429,0.4583,0.0286,0.3038,Unbalanced Game,1.3386,1.0378,0.5065,1.8857,-0.0092,-0.9119,1.5067,0.8089,0.563,1.6964,1.516,0.7026,1.4749,0.5632,3.7937,0.1347,1.5473,0.8229,3.86,0.2002,4.4508,0.0702,0.9438,0.091,0.5027,0.1196,0.8912,0.1313,0.8711,0.0951,1.5524,1.9369,1.4182,2.3541,0.9325,2.3325,1.207,2.5168,0.8158,2.3155,0.9474,2.7908,0.5263,3.3317,0.9386,2.7459,1.8636,1.8552,0.9101,2.918,1.0727,2.1635,1.4511,2.0848,1.0132,2.3415,0.2982,4.0627,0.5877,2.666,0.9035,2.396,5.1402,1.3463,4.1239,1.6163,3.6057,1.5115,4.4157,1.4605,2.5658,1.8199,1.7193,2.4329,2.1053,1.9144,2.8421,1.6133,2.5627,1.6523,1.768,1.9527,1.6005,1.935,1.4905,2.1834,18.44,1.2298,19.6798,1.2506,28.4251,1.1144,24.2077,1.2003,0.2964,0.0547,0.3068,0.1076,0.4288,0.0408,0.4722,0.0919,0.4911,0.0244,0.4966,0.0213,0.4139,0.0188,0.3738,0.2044,0.2216,0.3339,0.2516,0.1264,0.0476,0.5695,0.3206,0.0903,0.0169,0.0024,0.2196,0.3329,0.2523,0.1275,0.0483,0.2288,0.3375,0.2489,0.1223,0.0451,1.2703,0.6721,1.1651,1.4089,177.4524,0.3006,124.2162,0.4405,23.26,24.95,27.63,40.95,31.58,0.0,31.58,47.37,42.11,21.05,36.84,78.95,42.11,21.05,36.84,78.95,73.68,31.58,63.16,47.37,36.84,52.63,52.63,10.53,47.37,89.47,78.95,100.0,21.05,42.11,73.68,10.53,26.32,89.47,10.53,10.53,42.11,10.53
23,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Mansfield,Bolton,2.25,3.3,3.0,1.36,3.0,1.22,3.75,1.79,1.94,1.63,2.1,0.4444444444444444,0.30303030303030304,0.3333333333333333,0.7353,0.3333,0.8197,0.2667,0.5587,0.5155,0.6135,0.4762,0.6818,0.75,1.4667,1.1,1.3333,0.9091,0.75,1.05,0.3,20.556,27.6995,-8.5308,0.25,0.3182,0.1,0.1687,Balanced Game,1.3353,0.9769,1.4313,0.9837,0.1558,-0.3604,1.2825,0.7447,1.5318,1.0108,1.1267,0.6988,1.8922,0.7485,3.2443,0.1085,3.5186,0.0782,2.8754,0.1086,4.2342,0.1043,0.9067,0.205,1.1301,0.0717,0.8277,0.1,1.0775,0.0884,1.5674,2.0751,0.8669,3.2459,1.7263,1.9151,0.6127,3.4567,0.9123,2.5846,0.2675,5.5237,0.9649,2.7748,0.3193,5.1447,1.4421,2.0331,0.7502,3.7826,2.2617,1.4293,2.3314,1.4942,0.7895,2.3167,0.3991,3.2553,1.3421,2.119,0.893,2.2896,5.1364,1.5524,3.4313,1.8208,6.4763,1.2983,4.8113,1.4694,2.5526,1.8391,1.1886,2.7926,4.9561,1.4786,2.5246,1.9922,2.0626,1.8671,0.8287,3.0494,1.7176,1.718,1.8003,1.9928,21.3853,1.2401,20.6451,1.3649,25.4695,1.0929,20.8574,1.2764,0.3459,0.0604,0.2567,0.0845,0.6139,0.0477,0.5449,0.0363,0.464,0.0599,0.5198,0.0285,0.445,0.158,0.4708,0.0253,0.2773,0.3557,0.2281,0.0975,0.0313,0.2161,0.3311,0.2536,0.1295,0.0496,0.3241,0.3652,0.2057,0.0773,0.0218,0.1507,0.2852,0.2699,0.1702,0.0805,1.3589,2.0329,1.2009,1.9277,183.8165,0.3906,140.0431,0.3891,26.79,13.74,21.53,41.32,42.11,52.63,47.37,31.58,42.11,68.42,57.89,31.58,42.11,68.42,57.89,31.58,68.42,52.63,89.47,84.21,10.53,15.79,42.11,36.84,57.89,63.16,100.0,100.0,21.05,0.0,47.37,52.63,52.63,47.37,31.58,42.11,36.84,52.63
24,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Northampton,Stevenage,3.6,3.4,2.0,1.53,2.38,1.41,2.62,2.35,1.54,2.1,1.63,0.2777777777777778,0.29411764705882354,0.5,0.6536,0.4202,0.7092,0.3817,0.4255,0.6494,0.4762,0.6135,1.0588,1.8,0.9444,1.7,0.5556,0.5882,1.6,0.2,1.4,-38.6598,-5.7106,-34.992,0.8,0.0588,0.7,0.283,Balanced Game,1.3656,1.0173,0.6472,1.4615,-0.0914,-0.7517,1.2395,0.8324,0.5557,1.101,1.3309,0.9985,1.3074,0.7891,3.587,0.0812,1.8316,0.3389,3.9445,0.2151,4.2656,0.0651,0.7906,0.1032,0.4356,0.3999,0.738,0.0924,0.7777,0.0721,0.7569,3.132,0.495,5.2754,1.6395,2.039,0.3724,6.0916,0.1228,7.2077,-0.0263,-38.2738,0.6184,2.5511,0.193,5.5834,1.7657,1.8517,0.6103,4.2065,0.9834,2.565,0.187,11.3182,0.5,2.8824,0.4474,4.576,0.5921,2.66,0.1404,7.0705,4.5092,1.4283,3.0196,1.9088,5.3671,1.3091,3.7974,1.6639,1.5614,2.0297,1.5,3.0651,2.1711,2.1868,1.0877,2.6151,1.642,1.961,0.8572,3.2899,1.9819,1.827,2.0948,1.9841,21.4964,1.1384,15.2641,1.3989,26.3886,1.116,21.5199,1.3715,0.2998,0.0514,0.3203,0.0537,0.4606,0.0234,0.4068,0.0194,0.5287,0.0342,0.4975,0.0169,0.3708,0.0529,0.3448,0.0516,0.2895,0.3589,0.2224,0.0919,0.0285,0.5737,0.3188,0.0886,0.0164,0.0023,0.2642,0.3517,0.234,0.1038,0.0345,0.2705,0.3537,0.2312,0.1008,0.0329,1.3431,0.5934,1.2379,1.2776,178.6739,0.3263,129.799,0.2766,30.53,30.05,10.68,19.68,31.58,15.79,26.32,47.37,42.11,15.79,36.84,57.89,42.11,15.79,36.84,57.89,42.11,36.84,57.89,63.16,42.11,36.84,36.84,0.0,63.16,100.0,78.95,73.68,31.58,42.11,52.63,31.58,47.37,68.42,15.79,15.79,42.11,10.53
25,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Stockport County,Birmingham,3.1,3.3,2.25,1.44,2.63,1.33,3.0,2.1,1.67,1.87,1.87,0.3225806451612903,0.30303030303030304,0.4444444444444444,0.6944,0.3802,0.7519,0.3333,0.4762,0.5988,0.5348,0.5348,0.9394,1.3778,1.0645,1.4667,0.7258,0.6818,0.85,0.2,1.05,-23.0255,5.7106,-27.6995,0.3778,0.0606,0.4667,0.1754,Balanced Game,1.9226,0.682,1.4694,0.9709,0.6342,0.4231,1.8904,0.8562,1.7938,0.659,1.2562,1.4597,1.3707,0.8715,3.6433,0.1183,4.1357,0.075,2.4601,0.2587,3.2341,0.2874,1.1572,0.0964,1.1384,0.1128,0.8414,0.1186,0.8753,0.1089,1.8251,2.1447,0.198,15.6646,2.3604,1.2057,1.5995,1.5149,1.5605,2.2298,0.6211,3.7936,0.1132,7.2783,0.6097,3.3362,2.4542,1.6488,0.1693,14.0898,2.1119,1.4159,1.1583,2.0014,1.2,1.83,0.4105,3.3837,0.2658,3.6573,0.5219,3.8622,6.5911,1.2972,2.2487,3.3445,3.3333,1.5615,1.3123,3.3879,3.9763,1.7441,2.2263,2.3368,0.6474,2.9058,1.6272,2.431,2.097,1.6616,0.6356,5.1271,1.0837,2.0046,0.6393,5.0946,27.1706,1.083,17.4846,2.0058,23.757,1.0243,7.7997,2.0819,0.2914,0.1033,0.3291,0.0532,0.5018,0.0538,0.5792,0.0228,0.5285,0.0187,0.5381,0.0314,0.525,0.0939,0.4874,0.0995,0.151,0.2855,0.2698,0.17,0.0804,0.1663,0.2984,0.2676,0.16,0.0718,0.2847,0.3577,0.2247,0.0941,0.0295,0.2539,0.3481,0.2385,0.109,0.0373,1.6692,1.5249,1.0376,0.9987,198.7768,0.3239,171.8433,0.2594,33.53,25.0,14.95,30.37,47.37,42.11,21.05,31.58,68.42,42.11,21.05,57.89,68.42,42.11,21.05,57.89,31.58,57.89,68.42,73.68,31.58,26.32,31.58,42.11,68.42,57.89,89.47,100.0,21.05,10.53,42.11,47.37,57.89,52.63,47.37,42.11,57.89,47.37
26,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Wigan,Huddersfield,3.1,3.4,2.2,1.5,2.5,1.33,3.0,2.2,1.65,1.95,1.8,0.3225806451612903,0.29411764705882354,0.45454545454545453,0.6667,0.4,0.7519,0.3333,0.4545,0.6061,0.5128,0.5556,0.9118,1.4091,1.0968,1.5455,0.7097,0.6471,0.9,0.3,1.2,-24.2277,8.5308,-30.9638,0.4091,0.0882,0.5455,0.1957,Balanced Game,1.1345,1.2133,1.3315,1.0433,-0.0403,0.3644,0.7286,1.4657,1.2831,0.9499,0.7689,1.0479,0.9187,0.9919,1.7368,0.2864,3.7157,0.3366,1.8526,0.1615,3.4531,0.168,0.6347,0.1273,0.9222,0.1091,0.582,0.0845,0.659,0.0988,1.0875,2.9916,0.7798,3.1258,1.092,2.2398,0.8827,3.7931,0.6053,4.0656,0.6053,2.8857,0.0789,13.5691,0.8421,3.513,0.965,2.9203,1.1979,2.4634,1.2442,1.9773,0.7598,2.8962,0.3684,3.7747,0.8158,2.404,0.7368,2.7738,0.5,3.249,4.3144,1.8157,4.5273,1.6206,3.2507,1.6413,4.0312,1.7531,1.8772,3.183,2.7237,1.9915,1.3421,2.4494,2.3947,2.5634,2.3183,1.682,2.0398,2.0554,1.5842,2.2089,2.045,2.2911,24.8001,1.1434,20.0575,1.2743,21.7807,1.2067,23.5045,1.1826,0.2864,0.0471,0.3072,0.0342,0.4324,0.022,0.545,0.0283,0.5123,0.0197,0.5094,0.0169,0.4272,0.0243,0.3707,0.1079,0.4826,0.3516,0.1281,0.0311,0.0057,0.2772,0.3556,0.2282,0.0976,0.0313,0.4635,0.3564,0.137,0.0351,0.0068,0.399,0.3666,0.1684,0.0516,0.0118,0.6812,1.3444,0.5758,0.818,175.1958,0.2661,156.7826,0.4024,12.63,28.21,22.95,27.0,36.84,52.63,31.58,15.79,36.84,63.16,42.11,26.32,36.84,63.16,42.11,26.32,21.05,42.11,68.42,68.42,31.58,31.58,10.53,31.58,89.47,68.42,78.95,89.47,52.63,21.05,31.58,52.63,68.42,47.37,36.84,42.11,36.84,42.11
27,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Wycombe,Exeter,1.45,4.5,6.0,1.36,3.0,1.22,3.75,1.77,1.97,2.0,1.72,0.6896551724137931,0.2222222222222222,0.16666666666666666,0.7353,0.3333,0.8197,0.2667,0.565,0.5076,0.5,0.5814,0.3222,0.2417,3.1034,0.75,4.1379,1.3333,4.55,3.05,1.5,66.2716,56.7456,36.8699,0.7583,0.6778,0.25,0.6524,Unbalanced Game,1.8832,0.6522,1.1339,1.2671,0.6322,-0.4828,1.632,0.5424,0.7935,1.0513,0.9998,1.0844,1.2763,0.8887,3.7642,0.0955,3.3698,0.2151,2.2652,0.195,5.3317,0.1231,1.0792,0.0762,0.553,0.1345,0.6318,0.1507,0.7372,0.1337,0.9539,2.8367,0.8709,2.6211,0.9886,2.3437,0.6753,4.2808,0.5965,2.6642,0.5526,3.2188,0.193,5.9363,0.193,4.8705,1.1353,2.8514,0.3975,4.9162,1.6835,1.8602,0.9592,3.3852,0.7632,2.3859,0.3947,3.7193,0.5263,3.2932,0.5,2.724,3.8871,1.8696,3.0501,1.7265,3.4741,1.8315,5.8345,1.3119,2.614,1.5914,2.0,2.3393,1.3684,2.5919,1.3684,2.1362,0.9366,3.6697,2.1583,1.7216,1.4453,2.4223,2.1824,1.7513,17.3051,1.5495,22.9928,1.138,19.2648,1.3919,23.8831,1.1239,0.2351,0.2195,0.2874,0.0891,0.5546,0.055,0.5064,0.0201,0.4877,0.0131,0.5173,0.0186,0.4742,0.0327,0.2638,0.0432,0.1955,0.3191,0.2604,0.1417,0.0578,0.4523,0.3589,0.1424,0.0377,0.0075,0.368,0.3679,0.1839,0.0613,0.0153,0.2791,0.3562,0.2273,0.0967,0.0309,1.6028,0.6805,0.708,1.0489,186.3145,0.2703,136.0791,0.3367,32.21,19.89,13.84,22.26,57.89,47.37,5.26,31.58,78.95,47.37,15.79,42.11,78.95,47.37,15.79,42.11,47.37,26.32,63.16,78.95,36.84,21.05,47.37,10.53,52.63,89.47,94.74,89.47,31.58,21.05,47.37,36.84,52.63,63.16,26.32,47.37,68.42,36.84
28,ENGLAND - LEAGUE TWO,2025-01-01,16:00,Accrington,Grimsby,2.5,3.3,2.7,1.4,2.75,1.25,3.5,1.9,1.9,1.63,2.1,0.4,0.30303030303030304,0.37037037037037035,0.7143,0.3636,0.8,0.2857,0.5263,0.5263,0.6135,0.4762,0.7576,0.9259,1.32,1.2222,1.08,0.8182,0.2,0.8,0.6,5.7106,21.8014,-16.6992,0.0741,0.2424,0.2222,0.1134,Balanced Game,1.2969,0.8545,1.9734,0.6965,0.1607,0.288,1.4131,0.7953,1.3509,0.7488,1.2524,0.7553,1.0629,1.2544,3.8052,0.0519,5.0312,0.1464,3.4104,0.0757,3.905,0.0812,0.9268,0.0418,0.8278,0.0843,0.8478,0.0407,0.6435,0.0968,1.7461,2.2447,1.7547,1.7906,1.0621,2.5087,1.0552,3.365,1.0746,2.2069,1.2368,2.3173,0.3246,3.7982,0.6447,2.557,1.1526,2.7412,1.4485,2.0623,1.1145,2.3086,1.3095,2.721,0.6711,2.3225,0.8684,2.3976,0.6053,2.7857,0.9737,2.777,4.5491,1.6993,5.055,1.2922,4.5571,1.361,7.6977,1.208,2.5921,1.7089,3.2368,1.6853,1.9561,1.8498,2.7895,2.4624,1.4735,2.1617,0.9275,2.2,2.2412,1.7877,2.6202,1.4523,21.2583,1.2201,23.5732,1.0487,24.9312,1.1582,28.2756,1.0295,0.3557,0.0351,0.3562,0.0573,0.5559,0.038,0.5113,0.027,0.4578,0.0579,0.4946,0.0348,0.3798,0.0508,0.2871,0.046,0.2434,0.3439,0.243,0.1145,0.0404,0.259,0.3499,0.2363,0.1064,0.0359,0.2858,0.358,0.2242,0.0936,0.0293,0.3455,0.3672,0.1951,0.0691,0.0184,1.531,1.2852,1.373,0.9166,137.5135,0.6767,168.2507,0.3188,16.21,26.84,40.11,7.26,42.11,42.11,36.84,36.84,42.11,52.63,47.37,36.84,42.11,52.63,47.37,36.84,68.42,42.11,78.95,78.95,21.05,21.05,57.89,52.63,42.11,47.37,89.47,89.47,31.58,47.37,57.89,52.63,42.11,47.37,52.63,42.11,26.32,63.16
29,ENGLAND - LEAGUE TWO,2025-01-01,16:00,Barrow,Bradford City,2.5,3.4,2.5,1.5,2.5,1.44,2.63,2.35,1.57,2.0,1.69,0.4,0.29411764705882354,0.4,0.6667,0.4,0.6944,0.3802,0.4255,0.6369,0.5,0.5917,0.7353,1.0,1.36,1.36,1.0,0.7353,0.0,0.9,0.9,0.0,24.2277,-24.2277,0.0,0.2647,0.36,0.1369,Balanced Game,1.577,0.7968,0.9654,1.0861,0.4983,-0.1062,1.4755,0.7256,1.0682,0.4908,0.9771,0.8958,1.1745,0.5369,3.0832,0.1154,2.7264,0.1577,2.0548,0.0862,2.9864,0.1697,0.9565,0.0836,0.7296,0.0951,0.6934,0.0456,0.8085,0.1912,0.9386,2.5829,2.1084,1.6269,1.5512,1.6769,1.9531,1.5627,0.7237,2.5668,1.4737,1.8804,0.5439,3.9781,1.2632,2.0625,1.7206,1.8566,0.9866,2.2155,1.8289,1.5128,1.8433,1.5694,1.1184,2.2703,0.7368,2.6221,0.8947,2.4901,1.1842,1.9257,4.5825,1.468,5.0286,1.281,3.7898,1.6469,5.775,1.1776,3.1842,1.5871,3.8158,1.4807,2.4912,2.2087,4.1842,1.4241,1.7561,2.0816,2.3165,1.8033,1.3454,1.9796,2.4551,1.4325,21.7123,1.2824,25.9668,1.0788,23.668,1.1854,26.6869,1.0206,0.3249,0.0446,0.3695,0.0322,0.4462,0.0338,0.4682,0.0162,0.5232,0.0057,0.4731,0.0252,0.492,0.0199,0.4065,0.0209,0.2287,0.3374,0.2489,0.1224,0.0452,0.3436,0.3671,0.196,0.0698,0.0186,0.3764,0.3678,0.1797,0.0585,0.0143,0.309,0.3629,0.2131,0.0834,0.0245,1.4585,1.1467,0.9323,1.3045,176.0472,0.467,154.1697,0.2913,31.16,36.79,42.47,24.53,52.63,36.84,26.32,52.63,63.16,36.84,36.84,63.16,63.16,36.84,36.84,63.16,57.89,78.95,78.95,89.47,21.05,10.53,10.53,36.84,89.47,63.16,100.0,100.0,21.05,10.53,31.58,36.84,68.42,63.16,52.63,26.32,42.11,15.79
30,ENGLAND - LEAGUE TWO,2025-01-01,16:00,Chesterfield,MK Dons,2.1,3.4,3.2,1.33,3.25,1.22,4.0,1.75,2.05,1.54,2.25,0.47619047619047616,0.29411764705882354,0.3125,0.7519,0.3077,0.8197,0.25,0.5714,0.4878,0.6494,0.4444,0.6176,0.6562,1.619,1.0625,1.5238,0.9412,1.1,1.3,0.2,28.8108,33.0239,-5.7106,0.3438,0.3824,0.0625,0.2267,Balanced Game,1.5828,0.6781,1.2405,1.15,0.3416,-0.4583,1.5472,0.5414,1.583,1.2019,1.2056,0.7612,2.0413,0.6017,2.7084,0.1357,3.6921,0.1273,2.2169,0.2055,4.7089,0.149,0.9901,0.2632,1.1186,0.1024,0.8848,0.0614,1.1186,0.0539,1.8076,1.8977,1.052,2.8387,2.7575,1.0647,1.5192,1.9926,1.2807,2.267,0.3877,3.9373,0.807,2.5907,1.1561,2.4409,1.8087,1.8847,1.1244,3.2504,3.2198,0.9272,1.8425,1.7929,1.1491,2.3014,0.4018,3.1767,0.8333,2.5683,1.1912,2.1208,6.5221,1.3477,3.6594,1.9913,4.3453,1.4973,3.5975,1.8351,4.2544,1.684,1.2965,2.8673,2.4737,1.9194,3.4544,1.7389,2.4356,2.0493,0.5421,4.3571,1.3683,2.1989,0.6655,4.0251,28.444,1.1749,21.4376,1.461,17.9608,1.1717,12.4762,1.6054,0.381,0.1916,0.2912,0.0309,0.5875,0.1329,0.5959,0.0347,0.4518,0.0283,0.4968,0.0401,0.5591,0.122,0.4477,0.034,0.2128,0.3293,0.2548,0.1314,0.0508,0.2054,0.3251,0.2573,0.1358,0.0537,0.2995,0.3611,0.2177,0.0875,0.0264,0.1299,0.2651,0.2706,0.1841,0.0939,1.5358,1.6311,1.3252,1.6311,183.6142,0.3172,168.1782,0.2951,38.26,15.11,30.74,36.53,47.37,42.11,31.58,47.37,68.42,42.11,31.58,57.89,68.42,42.11,31.58,57.89,68.42,52.63,78.95,89.47,21.05,10.53,42.11,52.63,57.89,47.37,100.0,100.0,10.53,10.53,52.63,63.16,47.37,36.84,36.84,26.32,31.58,42.11
